benchmark_name,workload_name,round_1_time,round_1_param,round_2_time,round_2_param,round_3_time,round_3_param,round_4_time,round_4_param,round_5_time,round_5_param,round_6_time,round_6_param,round_7_time,round_7_param,round_8_time,round_8_param,round_9_time,round_9_param,round_10_time,round_10_param,round_11_time,round_11_param,round_12_time,round_12_param,round_13_time,round_13_param,round_14_time,round_14_param,round_15_time,round_15_param,round_16_time,round_16_param
opencv_benchmark,feature_match,651.274,workload: --size 739 --threads 52;,469.015,workload: --size 568 --threads 60;,955.785,workload: --size 1024 --threads 20;,1521.278,workload: --size 1024 --threads 61;,699.317,workload: --size 853 --threads 26;,837.26,workload: --size 796 --threads 47;,608.616,workload: --size 682 --threads 43;,950.418,workload: --size 910 --threads 30;,732.073,workload: --size 796 --threads 39;,893.608,workload: --size 796 --threads 52;,489.704,workload: --size 739 --threads 6;,1264.288,workload: --size 1024 --threads 49;,1459.001,workload: --size 1024 --threads 55;,290.056,workload: --size 568 --threads 4;,424.635,workload: --size 568 --threads 45;,352.379,workload: --size 512 --threads 41;
opencv_benchmark,fft_batch,545.943,workload: --size 625 --threads 47;,803.912,workload: --size 967 --threads 32;,184.484,workload: --size 512 --threads 5;,440.624,workload: --size 739 --threads 10;,484.672,workload: --size 853 --threads 3;,352.427,workload: --size 682 --threads 23;,494.525,workload: --size 682 --threads 42;,345.41,workload: --size 682 --threads 12;,1291.655,workload: --size 1024 --threads 53;,538.125,workload: --size 625 --threads 54;,761.618,workload: --size 796 --threads 56;,677.238,workload: --size 796 --threads 43;,297.099,workload: --size 625 --threads 1;,395.316,workload: --size 796 --threads 24;,904.303,workload: --size 910 --threads 52;,685.558,workload: --size 853 --threads 54;
opencv_benchmark,jacobi,643.227,workload: --size 1024 --threads 18;,1156.412,workload: --size 2048 --threads 18;,4178.723,workload: --size 1137 --threads 55;,733.781,workload: --size 1024 --threads 19;,1950.334,workload: --size 1706 --threads 9;,1484.543,workload: --size 1820 --threads 13;,619.289,workload: --size 2048 --threads 12;,1476.539,workload: --size 1934 --threads 5;,1517.583,workload: --size 1137 --threads 42;,1315.074,workload: --size 1365 --threads 30;,1265.98,workload: --size 1479 --threads 30;,2126.514,workload: --size 2048 --threads 51;,1942.244,workload: --size 1934 --threads 3;,1411.567,workload: --size 1592 --threads 41;,1600.33,workload: --size 2048 --threads 44;,603.51,workload: --size 1479 --threads 15;
opencv_benchmark,mandelbrot,1054.195,workload: --size 739 --threads 34;,1129.206,workload: --size 682 --threads 58;,1252.568,workload: --size 853 --threads 57;,1110.487,workload: --size 796 --threads 26;,1213.594,workload: --size 682 --threads 29;,1231.93,workload: --size 910 --threads 37;,1465.519,workload: --size 1024 --threads 63;,1439.408,workload: --size 739 --threads 63;,1139.029,workload: --size 910 --threads 4;,1243.293,workload: --size 967 --threads 58;,1256.799,workload: --size 1024 --threads 49;,1245.459,workload: --size 910 --threads 40;,1418.781,workload: --size 967 --threads 64;,1008.82,workload: --size 739 --threads 51;,961.601,workload: --size 853 --threads 27;,960.017,workload: --size 625 --threads 5;
opencv_benchmark,motion_blur,394.892,workload: --size 1592 --threads 18;,470.148,workload: --size 1251 --threads 57;,253.053,workload: --size 1137 --threads 19;,381.165,workload: --size 1137 --threads 54;,888.224,workload: --size 1934 --threads 31;,475.081,workload: --size 1479 --threads 2;,205.8,workload: --size 1137 --threads 21;,684.92,workload: --size 1934 --threads 13;,387.878,workload: --size 1479 --threads 18;,321.086,workload: --size 1024 --threads 41;,341.88,workload: --size 1024 --threads 59;,279.603,workload: --size 1251 --threads 12;,322.659,workload: --size 1024 --threads 31;,891.72,workload: --size 1706 --threads 50;,814.155,workload: --size 1934 --threads 48;,1039.702,workload: --size 2048 --threads 53;
opencv_benchmark,optical_flow,981.346,workload: --size 853 --threads 34;,366.198,workload: --size 568 --threads 24;,549.875,workload: --size 682 --threads 15;,632.569,workload: --size 739 --threads 6;,537.486,workload: --size 682 --threads 4;,1725.157,workload: --size 1024 --threads 38;,1855.22,workload: --size 1024 --threads 45;,1068.05,workload: --size 853 --threads 31;,889.644,workload: --size 853 --threads 9;,818.654,workload: --size 682 --threads 44;,492.935,workload: --size 625 --threads 10;,1062.253,workload: --size 910 --threads 11;,462.193,workload: --size 625 --threads 19;,891.878,workload: --size 796 --threads 32;,563.595,workload: --size 625 --threads 41;,770.821,workload: --size 853 --threads 3;
openssl_benchmark,openssl,1006.2691,data: --size 47222; workload: --threads 28;,900.9369,data: --size 27777; workload: --threads 44;,645.2438,data: --size 30555; workload: --threads 1;,1326.6161,data: --size 36111; workload: --threads 43;,968.2622,data: --size 38888; workload: --threads 11;,765.9452,data: --size 30555; workload: --threads 24;,2118.0185,data: --size 44444; workload: --threads 61;,1097.9654,data: --size 27777; workload: --threads 51;,1396.7834,data: --size 36111; workload: --threads 49;,1335.1758,data: --size 33333; workload: --threads 56;,1167.2631,data: --size 47222; workload: --threads 1;,1243.3192,data: --size 50000; workload: --threads 20;,1694.9322,data: --size 50000; workload: --threads 31;,1810.6986,data: --size 47222; workload: --threads 48;,897.6185,data: --size 36111; workload: --threads 21;,1403.0697,data: --size 36111; workload: --threads 62;
pyflate,pyflate,3831.0254,data: --size 5555555; workload: --threads 49;,6069.0775,data: --size 9444444; workload: --threads 53;,6401.7367,data: --size 9444444; workload: --threads 35;,5454.6984,data: --size 6666666; workload: --threads 39;,6127.0223,data: --size 7222222; workload: --threads 24;,6310.9922,data: --size 7777777; workload: --threads 45;,4124.8357,data: --size 7222222; workload: --threads 57;,7448.3676,data: --size 8888888; workload: --threads 43;,7138.11,data: --size 8888888; workload: --threads 10;,5334.0165,data: --size 7777777; workload: --threads 63;,5409.1841,data: --size 6666666; workload: --threads 6;,4532.4583,data: --size 5555555; workload: --threads 48;,5775.4556,data: --size 7777777; workload: --threads 1;,4937.1496,data: --size 6111111; workload: --threads 19;,5377.7987,data: --size 6666666; workload: --threads 27;,5890.4872,data: --size 8333333; workload: --threads 39;
raytrace,raytrace,1978.9666,workload: --width 2503 --threads 32;,3713.1736,workload: --width 3868 --threads 61;,2150.5207,workload: --width 2730 --threads 15;,3166.1585,workload: --width 3413 --threads 39;,2092.6241,workload: --width 2503 --threads 55;,3009.3546,workload: --width 3185 --threads 40;,2027.9907,workload: --width 2503 --threads 52;,2144.2339,workload: --width 2503 --threads 64;,2471.2874,workload: --width 2730 --threads 44;,1920.6077,workload: --width 2275 --threads 52;,2103.8397,workload: --width 2275 --threads 37;,1898.891,workload: --width 2503 --threads 57;,3357.9443,workload: --width 3640 --threads 18;,3310.6279,workload: --width 3640 --threads 47;,2194.7069,workload: --width 2275 --threads 11;,3058.2236,workload: --width 3640 --threads 39;
redis_benchmark,redis-benchmark,3238.9398,workload: --requests 3333333 --threads 64;,2441.1104,workload: --requests 3111111 --threads 14;,1774.1056,workload: --requests 2222222 --threads 43;,2634.9428,workload: --requests 3111111 --threads 12;,3972.4497,workload: --requests 3777777 --threads 61;,3003.7263,workload: --requests 3777777 --threads 25;,3074.9409,workload: --requests 2888888 --threads 57;,3088.5682,workload: --requests 3555555 --threads 11;,3277.8487,workload: --requests 3555555 --threads 48;,2035.3411,workload: --requests 2444444 --threads 13;,4337.8497,workload: --requests 4000000 --threads 64;,2359.0804,workload: --requests 2444444 --threads 43;,3762.113,workload: --requests 3555555 --threads 54;,3673.4956,workload: --requests 3555555 --threads 57;,3441.4666,workload: --requests 3333333 --threads 57;,2582.8092,workload: --requests 3777777 --threads 22;
requests_benchmark,requests-json,821.6899,workload: --size 174762 --threads 22;,737.1551,workload: --size 160199 --threads 17;,995.6103,workload: --size 189326 --threads 34;,660.1079,workload: --size 145635 --threads 23;,1132.9369,workload: --size 233016 --threads 11;,617.5643,workload: --size 131072 --threads 32;,651.6372,workload: --size 131072 --threads 39;,1228.3285,workload: --size 247580 --threads 20;,821.1248,workload: --size 160199 --threads 38;,1265.5571,workload: --size 203889 --threads 62;,979.2632,workload: --size 203889 --threads 15;,1130.1704,workload: --size 203889 --threads 57;,919.2868,workload: --size 160199 --threads 61;,817.7579,workload: --size 160199 --threads 52;,784.8677,workload: --size 174762 --threads 4;,890.573,workload: --size 189326 --threads 51;
resnet50_cpu,resnet50_inference,212.952,data: --img_size 426; workload: --threads 29;,139.0343,data: --img_size 341; workload: --threads 13;,142.5469,data: --img_size 398; workload: --threads 27;,213.0794,data: --img_size 455; workload: --threads 27;,166.7061,data: --img_size 369; workload: --threads 34;,247.5236,data: --img_size 483; workload: --threads 43;,255.647,data: --img_size 341; workload: --threads 6;,87.4731,data: --img_size 256; workload: --threads 57;,63.9204,data: --img_size 256; workload: --threads 29;,303.0757,data: --img_size 426; workload: --threads 10;,243.0519,data: --img_size 455; workload: --threads 51;,242.8154,data: --img_size 483; workload: --threads 50;,973.2791,data: --img_size 455; workload: --threads 3;,603.2397,data: --img_size 455; workload: --threads 5;,202.4074,data: --img_size 256; workload: --threads 4;,940.5009,data: --img_size 455; workload: --threads 3;
resnet50_cpu,resnet50_training,69.2418,data: --img_size 256; workload: --threads 42;,140.4269,data: --img_size 312; workload: --threads 13;,69.3388,data: --img_size 256; workload: --threads 44;,162.1188,data: --img_size 398; workload: --threads 56;,213.7543,data: --img_size 483; workload: --threads 49;,149.6033,data: --img_size 398; workload: --threads 46;,100.5844,data: --img_size 284; workload: --threads 56;,353.7838,data: --img_size 512; workload: --threads 13;,219.4522,data: --img_size 455; workload: --threads 51;,238.6659,data: --img_size 369; workload: --threads 11;,237.76,data: --img_size 341; workload: --threads 8;,117.0769,data: --img_size 341; workload: --threads 53;,283.1039,data: --img_size 512; workload: --threads 33;,83.3746,data: --img_size 256; workload: --threads 17;,301.7015,data: --img_size 398; workload: --threads 64;,102.923,data: --img_size 341; workload: --threads 48;
rocksdb_benchmark,rocksdb_cpu,3453.7815,workload: --num 3555555 --threads 59;,787.5628,workload: --num 2666666 --threads 25;,846.0733,workload: --num 2222222 --threads 34;,1480.2119,workload: --num 3333333 --threads 40;,513.9189,workload: --num 2444444 --threads 7;,3555.6114,workload: --num 4000000 --threads 62;,988.2107,workload: --num 3333333 --threads 24;,1140.5377,workload: --num 2444444 --threads 49;,937.5929,workload: --num 2666666 --threads 30;,1013.6661,workload: --num 2666666 --threads 28;,1542.5777,workload: --num 3777777 --threads 23;,835.894,workload: --num 2444444 --threads 19;,630.2268,workload: --num 2888888 --threads 9;,489.9482,workload: --num 2000000 --threads 18;,4196.4711,workload: --num 3777777 --threads 62;,564.6595,workload: --num 2222222 --threads 19;
tile38_sim,kdtree,644.9043,workload: --points 55555 --threads 33;,1474.4965,workload: --points 83333 --threads 8;,872.1075,workload: --points 61111 --threads 53;,1444.6372,workload: --points 72222 --threads 60;,670.3997,workload: --points 50000 --threads 14;,2507.6354,workload: --points 88888 --threads 62;,1626.009,workload: --points 72222 --threads 15;,1494.0275,workload: --points 72222 --threads 56;,1670.5656,workload: --points 77777 --threads 54;,1435.8512,workload: --points 66666 --threads 13;,2276.7535,workload: --points 83333 --threads 59;,1764.4956,workload: --points 72222 --threads 18;,2821.8184,workload: --points 94444 --threads 33;,834.9747,workload: --points 55555 --threads 58;,962.8043,workload: --points 61111 --threads 38;,3244.0047,workload: --points 100000 --threads 59;
transformer_inference,transformer_inference,160.1219,data: --seq_len 142; workload: --threads 30;,138.4192,data: --seq_len 156; workload: --threads 46;,286.238,data: --seq_len 256; workload: --threads 34;,184.4855,data: --seq_len 170; workload: --threads 60;,129.7502,data: --seq_len 170; workload: --threads 28;,280.4,data: --seq_len 213; workload: --threads 35;,286.5903,data: --seq_len 213; workload: --threads 33;,1106.1429,data: --seq_len 156; workload: --threads 2;,335.3492,data: --seq_len 241; workload: --threads 12;,189.6914,data: --seq_len 142; workload: --threads 19;,232.2165,data: --seq_len 199; workload: --threads 27;,442.301,data: --seq_len 199; workload: --threads 7;,222.2839,data: --seq_len 227; workload: --threads 20;,229.2944,data: --seq_len 170; workload: --threads 31;,331.2876,data: --seq_len 256; workload: --threads 39;,305.9473,data: --seq_len 256; workload: --threads 15;
transformer_train,transformer_train,178.8941,data: --seq_len 170; workload: --threads 5;,98.2165,data: --seq_len 241; workload: --threads 55;,144.6339,data: --seq_len 227; workload: --threads 63;,110.8099,data: --seq_len 170; workload: --threads 57;,115.8778,data: --seq_len 184; workload: --threads 59;,92.3797,data: --seq_len 227; workload: --threads 40;,321.0826,data: --seq_len 256; workload: --threads 4;,81.0725,data: --seq_len 184; workload: --threads 19;,65.6522,data: --seq_len 156; workload: --threads 51;,154.7508,data: --seq_len 227; workload: --threads 9;,97.4977,data: --seq_len 241; workload: --threads 39;,68.1315,data: --seq_len 156; workload: --threads 43;,72.1896,data: --seq_len 170; workload: --threads 55;,63.7792,data: --seq_len 128; workload: --threads 47;,116.5514,data: --seq_len 199; workload: --threads 62;,73.7452,data: --seq_len 199; workload: --threads 54;
tuf_benchmark,tuf-metadata,2526.6377,data: --size 357913941; workload: --threads 10;,3602.376,data: --size 507044750; workload: --threads 28;,2535.9024,data: --size 357913941; workload: --threads 18;,3976.7839,data: --size 328087779; workload: --threads 49;,3593.4952,data: --size 507044750; workload: --threads 4;,6810.9767,data: --size 536870912; workload: --threads 52;,7660.4955,data: --size 536870912; workload: --threads 60;,4796.3444,data: --size 387740103; workload: --threads 50;,7933.7556,data: --size 536870912; workload: --threads 62;,2523.5795,data: --size 357913941; workload: --threads 8;,5219.5794,data: --size 387740103; workload: --threads 56;,3684.6796,data: --size 357913941; workload: --threads 32;,5573.2482,data: --size 536870912; workload: --threads 37;,2951.5888,data: --size 417566264; workload: --threads 10;,3580.7293,data: --size 507044750; workload: --threads 6;,2867.0232,data: --size 477218588; workload: --threads 21;
zstd_benchmark,zstd,2129.265,data: --size 33333; workload: --threads 51;,1969.0485,data: --size 36111; workload: --threads 32;,2025.5505,data: --size 50000; workload: --threads 17;,2588.5467,data: --size 47222; workload: --threads 31;,934.1093,data: --size 27777; workload: --threads 3;,1947.149,data: --size 36111; workload: --threads 28;,2853.2058,data: --size 50000; workload: --threads 36;,1472.5579,data: --size 27777; workload: --threads 43;,1587.2157,data: --size 36111; workload: --threads 14;,2057.4698,data: --size 50000; workload: --threads 15;,3393.6166,data: --size 50000; workload: --threads 56;,1146.5966,data: --size 27777; workload: --threads 11;,3158.8579,data: --size 44444; workload: --threads 59;,1575.3298,data: --size 36111; workload: --threads 10;,3576.1446,data: --size 44444; workload: --threads 54;,1315.5517,data: --size 25000; workload: --threads 49;
