benchmark_name,workload_name,round_1_time,round_1_param,round_2_time,round_2_param,round_3_time,round_3_param,round_4_time,round_4_param,round_5_time,round_5_param,round_6_time,round_6_param,round_7_time,round_7_param,round_8_time,round_8_param,round_9_time,round_9_param,round_10_time,round_10_param,round_11_time,round_11_param,round_12_time,round_12_param,round_13_time,round_13_param,round_14_time,round_14_param,round_15_time,round_15_param,round_16_time,round_16_param
esbuild_benchmark,RomeTS,1422.7642,data: --complexity 1555; workload: --threads 21;,1642.4431,data: --complexity 2000; workload: --threads 22;,1450.0132,data: --complexity 1444; workload: --threads 6;,1706.5637,data: --complexity 2000; workload: --threads 19;,1490.1437,data: --complexity 1666; workload: --threads 33;,1464.274,data: --complexity 1666; workload: --threads 17;,1290.4205,data: --complexity 1222; workload: --threads 5;,1221.9348,data: --complexity 1222; workload: --threads 6;,1031.5655,data: --complexity 1000; workload: --threads 13;,1170.1273,data: --complexity 1222; workload: --threads 61;,1173.8552,data: --complexity 1222; workload: --threads 38;,1460.7178,data: --complexity 1444; workload: --threads 24;,1278.2689,data: --complexity 1111; workload: --threads 3;,1567.9274,data: --complexity 1777; workload: --threads 37;,1189.9692,data: --complexity 1222; workload: --threads 35;,1201.8007,data: --complexity 1111; workload: --threads 27;
esbuild_benchmark,ThreeJS,313.0369,data: --complexity 1555; workload: --threads 20;,359.0803,data: --complexity 1888; workload: --threads 31;,281.1928,data: --complexity 1555; workload: --threads 47;,264.8628,data: --complexity 1666; workload: --threads 32;,276.3172,data: --complexity 1666; workload: --threads 60;,288.6328,data: --complexity 2000; workload: --threads 38;,204.952,data: --complexity 1111; workload: --threads 52;,792.367,data: --complexity 1888; workload: --threads 4;,385.7286,data: --complexity 2000; workload: --threads 15;,275.5553,data: --complexity 1444; workload: --threads 20;,180.1829,data: --complexity 1111; workload: --threads 54;,250.876,data: --complexity 1444; workload: --threads 40;,553.7239,data: --complexity 1888; workload: --threads 9;,309.225,data: --complexity 1777; workload: --threads 28;,265.1972,data: --complexity 1222; workload: --threads 16;,240.7449,data: --complexity 1444; workload: --threads 18;
ffmpeg_benchmark,ffmpeg,1025.9016,data: --duration 480; workload: --threads 35;,759.6439,data: --duration 480; workload: --threads 7;,456.2567,data: --duration 293; workload: --threads 12;,1011.2151,data: --duration 400; workload: --threads 61;,888.8642,data: --duration 346; workload: --threads 49;,665.1013,data: --duration 373; workload: --threads 16;,503.9421,data: --duration 320; workload: --threads 3;,842.2141,data: --duration 453; workload: --threads 10;,712.3522,data: --duration 373; workload: --threads 16;,1200.5284,data: --duration 480; workload: --threads 42;,853.4874,data: --duration 346; workload: --threads 33;,521.8735,data: --duration 293; workload: --threads 13;,855.8825,data: --duration 346; workload: --threads 31;,697.2859,data: --duration 373; workload: --threads 5;,765.2237,data: --duration 293; workload: --threads 39;,795.9722,data: --duration 346; workload: --threads 61;
gc_garbage,gc_garbage,2168.3946,data: --size 100000; workload: --threads 55;,1586.1774,data: --size 83333; workload: --threads 53;,1261.7065,data: --size 66666; workload: --threads 46;,1001.5417,data: --size 94444; workload: --threads 1;,2026.1384,data: --size 100000; workload: --threads 48;,1843.7655,data: --size 77777; workload: --threads 63;,1094.9755,data: --size 50000; workload: --threads 59;,990.2287,data: --size 55555; workload: --threads 42;,1604.5506,data: --size 100000; workload: --threads 31;,718.8585,data: --size 55555; workload: --threads 9;,676.7883,data: --size 50000; workload: --threads 15;,1574.2291,data: --size 100000; workload: --threads 28;,1427.302,data: --size 72222; workload: --threads 50;,1923.537,data: --size 77777; workload: --threads 63;,1809.0588,data: --size 83333; workload: --threads 58;,1419.7536,data: --size 83333; workload: --threads 42;
go_board_game,go-board-game,2495.9906,workload: --size 200 --threads 35;,2489.973,workload: --size 200 --threads 25;,484.392,workload: --size 100 --threads 37;,1112.5191,workload: --size 133 --threads 37;,1034.5306,workload: --size 133 --threads 7;,662.6018,workload: --size 111 --threads 55;,689.7769,workload: --size 111 --threads 11;,703.1782,workload: --size 111 --threads 13;,1318.9476,workload: --size 144 --threads 19;,561.3008,workload: --size 100 --threads 57;,886.3629,workload: --size 122 --threads 29;,2501.9105,workload: --size 188 --threads 37;,1059.4389,workload: --size 133 --threads 11;,639.7648,workload: --size 111 --threads 57;,1964.4556,workload: --size 177 --threads 54;,2171.1381,workload: --size 188 --threads 61;
go_compiler,go_compiler,458.0061,data: --complex 144; workload: --threads 9;,285.1583,data: --complex 133; workload: --threads 63;,470.4201,data: --complex 155; workload: --threads 27;,238.133,data: --complex 111; workload: --threads 14;,178.2325,data: --complex 100; workload: --threads 22;,197.5413,data: --complex 100; workload: --threads 14;,633.5169,data: --complex 166; workload: --threads 12;,526.6684,data: --complex 144; workload: --threads 8;,707.9228,data: --complex 177; workload: --threads 18;,207.6866,data: --complex 100; workload: --threads 12;,209.5768,data: --complex 111; workload: --threads 52;,171.4416,data: --complex 100; workload: --threads 44;,206.9806,data: --complex 111; workload: --threads 61;,847.1651,data: --complex 188; workload: --threads 26;,839.1382,data: --complex 188; workload: --threads 32;,760.8648,data: --complex 188; workload: --threads 62;
go_json,json,1600.7804,data: --size 44444; workload: --threads 49;,1119.538,data: --size 33333; workload: --threads 28;,1545.5559,data: --size 36111; workload: --threads 14;,1991.7662,data: --size 50000; workload: --threads 29;,1825.6253,data: --size 41666; workload: --threads 21;,1516.9842,data: --size 38888; workload: --threads 37;,1923.7341,data: --size 50000; workload: --threads 33;,1591.363,data: --size 38888; workload: --threads 46;,1529.4915,data: --size 33333; workload: --threads 59;,1014.0632,data: --size 25000; workload: --threads 12;,1421.1659,data: --size 33333; workload: --threads 42;,2109.4726,data: --size 47222; workload: --threads 25;,1562.082,data: --size 36111; workload: --threads 50;,1213.3483,data: --size 27777; workload: --threads 18;,1180.1441,data: --size 27777; workload: --threads 13;,1613.1758,data: --size 47222; workload: --threads 41;
go_markdown,markdown_render,3030.5842,data: --size 944; workload: --threads 60;,1638.7387,data: --size 722; workload: --threads 52;,1655.66,data: --size 833; workload: --threads 46;,844.3117,data: --size 666; workload: --threads 23;,1585.862,data: --size 888; workload: --threads 40;,1885.8704,data: --size 611; workload: --threads 61;,1611.2257,data: --size 888; workload: --threads 42;,1935.1357,data: --size 944; workload: --threads 48;,2050.6322,data: --size 1000; workload: --threads 48;,1874.0168,data: --size 777; workload: --threads 56;,1057.8106,data: --size 833; workload: --threads 22;,827.7579,data: --size 555; workload: --threads 29;,1842.0693,data: --size 888; workload: --threads 48;,886.8796,data: --size 833; workload: --threads 10;,926.1727,data: --size 944; workload: --threads 7;,792.0606,data: --size 722; workload: --threads 23;
gopher_lua,gopher_lua,784.0091,data: --size 500000; workload: --threads 50;,1771.12,data: --size 944444; workload: --threads 62;,912.359,data: --size 666666; workload: --threads 32;,1443.5518,data: --size 833333; workload: --threads 55;,1451.3558,data: --size 1000000; workload: --threads 15;,1122.767,data: --size 888888; workload: --threads 2;,1399.5279,data: --size 888888; workload: --threads 41;,1243.2297,data: --size 833333; workload: --threads 38;,1206.2694,data: --size 722222; workload: --threads 50;,825.3762,data: --size 611111; workload: --threads 11;,1230.4986,data: --size 944444; workload: --threads 3;,1464.6306,data: --size 777777; workload: --threads 63;,829.3565,data: --size 611111; workload: --threads 6;,969.4226,data: --size 722222; workload: --threads 16;,754.2223,data: --size 500000; workload: --threads 19;,1287.2914,data: --size 888888; workload: --threads 49;
guava_benchmark,guava_bloom,667.8317,workload: --dataSize 311111 --threads 38;,694.2023,workload: --dataSize 266666 --threads 59;,621.6538,workload: --dataSize 355555 --threads 4;,835.6848,workload: --dataSize 266666 --threads 60;,661.4173,workload: --dataSize 377777 --threads 10;,2713.196,workload: --dataSize 400000 --threads 62;,394.7015,workload: --dataSize 222222 --threads 25;,631.9139,workload: --dataSize 355555 --threads 23;,548.4429,workload: --dataSize 222222 --threads 36;,558.5323,workload: --dataSize 200000 --threads 53;,899.2389,workload: --dataSize 311111 --threads 56;,762.3251,workload: --dataSize 288888 --threads 44;,546.4841,workload: --dataSize 311111 --threads 14;,543.7892,workload: --dataSize 311111 --threads 9;,796.4209,workload: --dataSize 311111 --threads 41;,595.3258,workload: --dataSize 311111 --threads 32;
guava_benchmark,guava_cache,660.1778,workload: --dataSize 72222 --threads 44;,1221.0412,workload: --dataSize 88888 --threads 50;,412.1393,workload: --dataSize 55555 --threads 23;,1565.0855,workload: --dataSize 94444 --threads 59;,1260.3409,workload: --dataSize 83333 --threads 51;,547.7401,workload: --dataSize 77777 --threads 7;,830.1345,workload: --dataSize 72222 --threads 53;,1073.9976,workload: --dataSize 100000 --threads 24;,923.0844,workload: --dataSize 72222 --threads 63;,614.5705,workload: --dataSize 61111 --threads 43;,550.8882,workload: --dataSize 77777 --threads 14;,354.8049,workload: --dataSize 50000 --threads 13;,691.132,workload: --dataSize 66666 --threads 45;,1295.9544,workload: --dataSize 94444 --threads 41;,555.2302,workload: --dataSize 77777 --threads 21;,635.8885,workload: --dataSize 55555 --threads 62;
guava_benchmark,guava_event,1148.0096,workload: --dataSize 188888 --threads 35;,650.7277,workload: --dataSize 188888 --threads 1;,1002.1404,workload: --dataSize 155555 --threads 21;,711.0536,workload: --dataSize 100000 --threads 16;,1207.9383,workload: --dataSize 166666 --threads 49;,745.4675,workload: --dataSize 144444 --threads 24;,1619.0956,workload: --dataSize 144444 --threads 60;,1216.6336,workload: --dataSize 144444 --threads 53;,1145.1339,workload: --dataSize 200000 --threads 13;,666.5053,workload: --dataSize 100000 --threads 8;,1254.6339,workload: --dataSize 122222 --threads 56;,1009.085,workload: --dataSize 100000 --threads 38;,803.5062,workload: --dataSize 111111 --threads 9;,737.7411,workload: --dataSize 122222 --threads 12;,1046.6219,workload: --dataSize 122222 --threads 32;,814.0968,workload: --dataSize 122222 --threads 34;
guava_benchmark,guava_graph,674.4907,workload: --dataSize 400000 --threads 15;,460.2412,workload: --dataSize 222222 --threads 34;,537.0878,workload: --dataSize 200000 --threads 53;,694.8989,workload: --dataSize 377777 --threads 18;,792.1188,workload: --dataSize 377777 --threads 26;,758.7659,workload: --dataSize 288888 --threads 33;,548.6186,workload: --dataSize 355555 --threads 7;,811.2543,workload: --dataSize 400000 --threads 22;,678.0543,workload: --dataSize 244444 --threads 53;,497.188,workload: --dataSize 288888 --threads 16;,670.7044,workload: --dataSize 288888 --threads 32;,414.9388,workload: --dataSize 311111 --threads 5;,811.5326,workload: --dataSize 355555 --threads 31;,786.7662,workload: --dataSize 288888 --threads 45;,711.2637,workload: --dataSize 266666 --threads 42;,573.1471,workload: --dataSize 333333 --threads 25;
guava_benchmark,guava_immutable,1281.12,workload: --dataSize 400000 --threads 56;,596.4425,workload: --dataSize 266666 --threads 37;,723.9938,workload: --dataSize 400000 --threads 23;,733.7625,workload: --dataSize 311111 --threads 41;,1006.8506,workload: --dataSize 400000 --threads 32;,459.0933,workload: --dataSize 288888 --threads 15;,690.7197,workload: --dataSize 266666 --threads 47;,389.3816,workload: --dataSize 244444 --threads 11;,317.2835,workload: --dataSize 200000 --threads 5;,589.0373,workload: --dataSize 244444 --threads 46;,1263.5739,workload: --dataSize 400000 --threads 52;,365.8971,workload: --dataSize 222222 --threads 17;,470.5346,workload: --dataSize 200000 --threads 43;,527.9797,workload: --dataSize 222222 --threads 38;,699.4425,workload: --dataSize 377777 --threads 25;,633.3126,workload: --dataSize 311111 --threads 36;
kafka_benchmark,kafka_producer_perf,135.4632,workload: --num-records 777777777 --threads 15;,101.5345,workload: --num-records 1244444444 --threads 49;,153.0217,workload: --num-records 1244444444 --threads 31;,135.7833,workload: --num-records 1166666666 --threads 32;,111.3981,workload: --num-records 1011111111 --threads 40;,104.6644,workload: --num-records 1088888888 --threads 44;,1983.3588,workload: --num-records 933333333 --threads 1;,118.2783,workload: --num-records 1011111111 --threads 32;,101.5014,workload: --num-records 933333333 --threads 54;,178.1632,workload: --num-records 1088888888 --threads 17;,220.9268,workload: --num-records 1088888888 --threads 12;,285.061,workload: --num-records 1244444444 --threads 10;,109.8588,workload: --num-records 1166666666 --threads 46;,190.6783,workload: --num-records 1400000000 --threads 57;,102.0639,workload: --num-records 855555555 --threads 54;,77.9592,workload: --num-records 777777777 --threads 46;
lapack_benchmark,lapack_eigen,1085.2565,workload: --size 1934 --threads 28;,290.8744,workload: --size 1820 --threads 8;,1368.619,workload: --size 1934 --threads 36;,240.7521,workload: --size 1479 --threads 11;,1139.4541,workload: --size 1479 --threads 54;,581.2346,workload: --size 1251 --threads 41;,212.0437,workload: --size 1706 --threads 6;,367.7842,workload: --size 1137 --threads 34;,1024.5393,workload: --size 1479 --threads 48;,308.9325,workload: --size 1024 --threads 38;,754.2854,workload: --size 1365 --threads 42;,651.694,workload: --size 1365 --threads 37;,289.8798,workload: --size 1365 --threads 16;,2196.1232,workload: --size 1934 --threads 58;,110.7953,workload: --size 1137 --threads 10;,1328.4648,workload: --size 2048 --threads 30;
lapack_benchmark,lapack_solve,113.6613,workload: --size 1024 --threads 9;,292.6051,workload: --size 1592 --threads 13;,204.4851,workload: --size 1024 --threads 55;,310.8817,workload: --size 1592 --threads 22;,275.8833,workload: --size 1365 --threads 36;,459.1903,workload: --size 1820 --threads 25;,752.2813,workload: --size 1934 --threads 35;,689.5855,workload: --size 1706 --threads 61;,1410.1341,workload: --size 2048 --threads 59;,196.0509,workload: --size 1024 --threads 49;,1001.7335,workload: --size 2048 --threads 38;,399.2327,workload: --size 1479 --threads 50;,663.8381,workload: --size 1820 --threads 39;,239.3398,workload: --size 1479 --threads 20;,1526.3881,workload: --size 2048 --threads 59;,651.2898,workload: --size 1820 --threads 34;
lapack_benchmark,lapack_svd,795.4184,workload: --size 1365 --threads 41;,508.8842,workload: --size 1024 --threads 52;,83.3869,workload: --size 1137 --threads 6;,440.5814,workload: --size 1137 --threads 37;,909.1688,workload: --size 1592 --threads 33;,558.658,workload: --size 1706 --threads 16;,875.0846,workload: --size 1820 --threads 23;,873.3256,workload: --size 1365 --threads 44;,1131.5695,workload: --size 1706 --threads 34;,1850.7583,workload: --size 1592 --threads 59;,580.0581,workload: --size 1706 --threads 16;,515.4575,workload: --size 1251 --threads 33;,237.6888,workload: --size 1592 --threads 7;,1579.7229,workload: --size 1706 --threads 48;,105.6648,workload: --size 1137 --threads 8;,341.2675,workload: --size 1820 --threads 7;
numpy_benchmark,fft,8834.8414,workload: --size 6058439 --threads 35;,13456.5071,workload: --size 6058439 --threads 63;,4313.493,workload: --size 5126371 --threads 14;,11821.651,workload: --size 6058439 --threads 54;,13316.8826,workload: --size 6990506 --threads 51;,6754.6822,workload: --size 4660337 --threads 29;,4441.9235,workload: --size 4660337 --threads 16;,7347.5032,workload: --size 5592405 --threads 49;,7726.2757,workload: --size 7456540 --threads 33;,4581.1016,workload: --size 7456540 --threads 4;,2465.4488,workload: --size 8388608 --threads 45;,5931.7117,workload: --size 6524472 --threads 6;,4311.4934,workload: --size 5126371 --threads 5;,6247.0865,workload: --size 7922574 --threads 8;,11249.4754,workload: --size 6524472 --threads 44;,8726.0361,workload: --size 7456540 --threads 41;
numpy_benchmark,matmul,532.5649,workload: --size 2275 --threads 46;,1803.1098,workload: --size 3640 --threads 31;,1434.5916,workload: --size 3868 --threads 2;,1011.4948,workload: --size 3413 --threads 17;,1811.6516,workload: --size 4096 --threads 17;,655.8377,workload: --size 2958 --threads 12;,1524.5281,workload: --size 3413 --threads 37;,1820.4754,workload: --size 3640 --threads 41;,2694.8803,workload: --size 4096 --threads 35;,787.1644,workload: --size 2730 --threads 39;,241.4463,workload: --size 2048 --threads 28;,1006.5337,workload: --size 3413 --threads 11;,406.7204,workload: --size 2503 --threads 19;,459.3037,workload: --size 2048 --threads 56;,406.7816,workload: --size 2503 --threads 20;,1209.4118,workload: --size 3640 --threads 18;
numpy_benchmark,svd,187.6617,workload: --size 1024 --threads 27;,263.9782,workload: --size 1024 --threads 36;,1382.558,workload: --size 1820 --threads 39;,380.9179,workload: --size 1365 --threads 25;,778.3664,workload: --size 1934 --threads 4;,2460.8415,workload: --size 2048 --threads 38;,1931.9236,workload: --size 1820 --threads 57;,435.1759,workload: --size 1024 --threads 61;,363.623,workload: --size 1365 --threads 22;,1999.822,workload: --size 1820 --threads 59;,425.7972,workload: --size 1479 --threads 15;,469.8242,workload: --size 1479 --threads 23;,261.2193,workload: --size 1251 --threads 18;,898.8034,workload: --size 1592 --threads 36;,271.8117,workload: --size 1251 --threads 22;,1788.1888,workload: --size 1934 --threads 42;
opencv_benchmark,background_sub,557.404,workload: --size 1080 --threads 19;,165.671,workload: --size 540 --threads 25;,278.476,workload: --size 720 --threads 21;,825.088,workload: --size 1020 --threads 29;,394.984,workload: --size 660 --threads 45;,864.069,workload: --size 1020 --threads 36;,692.414,workload: --size 780 --threads 56;,804.191,workload: --size 960 --threads 41;,848.898,workload: --size 900 --threads 61;,416.172,workload: --size 600 --threads 56;,166.814,workload: --size 540 --threads 17;,751.538,workload: --size 960 --threads 45;,378.761,workload: --size 900 --threads 15;,390.081,workload: --size 720 --threads 47;,805.297,workload: --size 900 --threads 60;,596.174,workload: --size 900 --threads 32;
opencv_benchmark,canny,439.117,workload: --size 1251 --threads 32;,396.629,workload: --size 1137 --threads 55;,1071.472,workload: --size 2048 --threads 2;,329.771,workload: --size 1137 --threads 4;,397.609,workload: --size 1251 --threads 6;,783.828,workload: --size 1706 --threads 25;,392.792,workload: --size 1024 --threads 61;,587.653,workload: --size 1479 --threads 9;,608.907,workload: --size 1365 --threads 29;,1416.957,workload: --size 2048 --threads 53;,355.693,workload: --size 1024 --threads 46;,1099.238,workload: --size 2048 --threads 17;,943.323,workload: --size 1706 --threads 31;,293.221,workload: --size 1024 --threads 36;,298.229,workload: --size 1137 --threads 19;,595.557,workload: --size 1592 --threads 25;
opencv_benchmark,color_tracking,725.029,workload: --size 1680 --threads 55;,803.781,workload: --size 1920 --threads 36;,922.455,workload: --size 2160 --threads 10;,462.208,workload: --size 1320 --threads 32;,361.296,workload: --size 1200 --threads 32;,631.73,workload: --size 1560 --threads 30;,401.733,workload: --size 1200 --threads 53;,967.44,workload: --size 1920 --threads 37;,1382.507,workload: --size 2160 --threads 60;,649.664,workload: --size 1440 --threads 59;,674.982,workload: --size 1560 --threads 51;,1137.584,workload: --size 2160 --threads 40;,516.633,workload: --size 1440 --threads 38;,470.028,workload: --size 1560 --threads 15;,671.383,workload: --size 1680 --threads 41;,711.513,workload: --size 1680 --threads 57;
opencv_benchmark,conv_heavy,425.46,workload: --size 682 --threads 29;,252.176,workload: --size 625 --threads 10;,1101.284,workload: --size 1024 --threads 48;,318.34,workload: --size 512 --threads 59;,439.265,workload: --size 796 --threads 20;,311.09,workload: --size 568 --threads 39;,354.73,workload: --size 739 --threads 14;,944.018,workload: --size 910 --threads 56;,372.201,workload: --size 739 --threads 15;,709.112,workload: --size 1024 --threads 13;,375.221,workload: --size 796 --threads 3;,441.716,workload: --size 796 --threads 17;,575.852,workload: --size 739 --threads 46;,974.456,workload: --size 853 --threads 64;,552.337,workload: --size 910 --threads 17;,168.178,workload: --size 512 --threads 20;
