benchmark_name,workload_name,round_1_time,round_1_param,round_2_time,round_2_param,round_3_time,round_3_param,round_4_time,round_4_param,round_5_time,round_5_param,round_6_time,round_6_param,round_7_time,round_7_param,round_8_time,round_8_param,round_9_time,round_9_param,round_10_time,round_10_param,round_11_time,round_11_param,round_12_time,round_12_param,round_13_time,round_13_param,round_14_time,round_14_param,round_15_time,round_15_param,round_16_time,round_16_param
openssl_benchmark,openssl,444.8418,data: --size 47222; workload: --threads 28; ,262.7313,data: --size 27777; workload: --threads 44; ,263.3439,data: --size 30555; workload: --threads 1; ,343.5651,data: --size 36111; workload: --threads 43; ,343.4881,data: --size 38888; workload: --threads 11; ,286.6018,data: --size 30555; workload: --threads 24; ,471.1152,data: --size 44444; workload: --threads 61; ,261.3818,data: --size 27777; workload: --threads 51; ,344.9304,data: --size 36111; workload: --threads 49; ,317.7135,data: --size 33333; workload: --threads 56; ,407.522,data: --size 47222; workload: --threads 1; ,461.9003,data: --size 50000; workload: --threads 20; ,515.9544,data: --size 50000; workload: --threads 31; ,456.1805,data: --size 47222; workload: --threads 48; ,334.9872,data: --size 36111; workload: --threads 21; ,346.0358,data: --size 36111; workload: --threads 62; 
pyflate,pyflate,651.0648,data: --size 5555555; workload: --threads 49; ,1156.373,data: --size 9444444; workload: --threads 53; ,1081.8571,data: --size 9444444; workload: --threads 35; ,780.4864,data: --size 6666666; workload: --threads 39; ,864.6181,data: --size 7222222; workload: --threads 24; ,912.6236,data: --size 7777777; workload: --threads 45; ,891.3959,data: --size 7222222; workload: --threads 57; ,1082.5421,data: --size 8888888; workload: --threads 43; ,954.3732,data: --size 8888888; workload: --threads 10; ,997.8346,data: --size 7777777; workload: --threads 63; ,711.9432,data: --size 6666666; workload: --threads 6; ,659.4645,data: --size 5555555; workload: --threads 48; ,817.3144,data: --size 7777777; workload: --threads 1; ,683.1349,data: --size 6111111; workload: --threads 19; ,766.8455,data: --size 6666666; workload: --threads 27; ,963.3379,data: --size 8333333; workload: --threads 39; 
raytrace,raytrace,435.5312,workload: --width 2503 --threads 32; ,726.3702,workload: --width 3868 --threads 61; ,473.1329,workload: --width 2730 --threads 15; ,597.6458,workload: --width 3413 --threads 39; ,456.5534,workload: --width 2503 --threads 55; ,554.8998,workload: --width 3185 --threads 40; ,442.5582,workload: --width 2503 --threads 52; ,470.3879,workload: --width 2503 --threads 64; ,484.5812,workload: --width 2730 --threads 44; ,400.0358,workload: --width 2275 --threads 52; ,393.7475,workload: --width 2275 --threads 37; ,458.2202,workload: --width 2503 --threads 57; ,632.2892,workload: --width 3640 --threads 18; ,657.3305,workload: --width 3640 --threads 47; ,377.9127,workload: --width 2275 --threads 11; ,695.7463,workload: --width 3640 --threads 39; 
redis_benchmark,redis-benchmark,1194.2365,workload: --requests 3333333 --threads 64; ,1058.3598,workload: --requests 3111111 --threads 14; ,767.7828,workload: --requests 2222222 --threads 43; ,1038.6284,workload: --requests 3111111 --threads 12; ,1321.9716,workload: --requests 3777777 --threads 61; ,1308.4938,workload: --requests 3777777 --threads 25; ,1033.7202,workload: --requests 2888888 --threads 57; ,1206.9825,workload: --requests 3555555 --threads 11; ,1233.9789,workload: --requests 3555555 --threads 48; ,821.5176,workload: --requests 2444444 --threads 13; ,1442.2282,workload: --requests 4000000 --threads 64; ,851.1978,workload: --requests 2444444 --threads 43; ,1259.4001,workload: --requests 3555555 --threads 54; ,1249.4467,workload: --requests 3555555 --threads 57; ,1165.824,workload: --requests 3333333 --threads 57; ,1290.6018,workload: --requests 3777777 --threads 22; 
requests_benchmark,requests-json,211.8078,workload: --size 174762 --threads 22; ,189.757,workload: --size 160199 --threads 17; ,247.7455,workload: --size 189326 --threads 34; ,169.9291,workload: --size 145635 --threads 23; ,277.9444,workload: --size 233016 --threads 11; ,158.01,workload: --size 131072 --threads 32; ,160.9362,workload: --size 131072 --threads 39; ,326.7724,workload: --size 247580 --threads 20; ,211.5629,workload: --size 160199 --threads 38; ,353.0904,workload: --size 203889 --threads 62; ,252.4802,workload: --size 203889 --threads 15; ,339.0945,workload: --size 203889 --threads 57; ,256.8879,workload: --size 160199 --threads 61; ,238.6152,workload: --size 160199 --threads 52; ,188.4706,workload: --size 174762 --threads 4; ,284.986,workload: --size 189326 --threads 51; 
resnet50_cpu,resnet50_inference,155.2564,data: --img_size 426; workload: --threads 29; ,89.8296,data: --img_size 341; workload: --threads 13; ,143.6424,data: --img_size 398; workload: --threads 27; ,190.2319,data: --img_size 455; workload: --threads 27; ,118.5917,data: --img_size 369; workload: --threads 34; ,167.8327,data: --img_size 483; workload: --threads 43; ,136.3734,data: --img_size 341; workload: --threads 6; ,33.1288,data: --img_size 256; workload: --threads 57; ,42.2066,data: --img_size 256; workload: --threads 29; ,235.1926,data: --img_size 426; workload: --threads 10; ,160.5548,data: --img_size 455; workload: --threads 51; ,175.535,data: --img_size 483; workload: --threads 50; ,437.9224,data: --img_size 455; workload: --threads 3; ,365.1284,data: --img_size 455; workload: --threads 5; ,89.6784,data: --img_size 256; workload: --threads 4; ,443.2495,data: --img_size 455; workload: --threads 3; 
resnet50_cpu,resnet50_training,42.9844,data: --img_size 256; workload: --threads 42; ,68.813,data: --img_size 312; workload: --threads 13; ,36.8572,data: --img_size 256; workload: --threads 44; ,87.8612,data: --img_size 398; workload: --threads 56; ,152.5906,data: --img_size 483; workload: --threads 49; ,82.9425,data: --img_size 398; workload: --threads 46; ,45.7467,data: --img_size 284; workload: --threads 56; ,207.3418,data: --img_size 512; workload: --threads 13; ,130.3573,data: --img_size 455; workload: --threads 51; ,162.7711,data: --img_size 369; workload: --threads 11; ,117.5768,data: --img_size 341; workload: --threads 8; ,56.6314,data: --img_size 341; workload: --threads 53; ,136.2636,data: --img_size 512; workload: --threads 33; ,49.1533,data: --img_size 256; workload: --threads 17; ,95.825,data: --img_size 398; workload: --threads 64; ,58.2591,data: --img_size 341; workload: --threads 48; 
rocksdb_benchmark,rocksdb_cpu,1922.6009,workload: --num 3555555 --threads 59; ,728.4288,workload: --num 2666666 --threads 25; ,863.0977,workload: --num 2222222 --threads 34; ,1370.6095,workload: --num 3333333 --threads 40; ,367.8825,workload: --num 2444444 --threads 7; ,2329.3226,workload: --num 4000000 --threads 62; ,962.0685,workload: --num 3333333 --threads 24; ,1181.7247,workload: --num 2444444 --threads 49; ,1011.7429,workload: --num 2666666 --threads 30; ,879.2054,workload: --num 2666666 --threads 28; ,996.7252,workload: --num 3777777 --threads 23; ,549.7217,workload: --num 2444444 --threads 19; ,515.1188,workload: --num 2888888 --threads 9; ,412.2171,workload: --num 2000000 --threads 18; ,2160.664,workload: --num 3777777 --threads 62; ,505.7258,workload: --num 2222222 --threads 19; 
tile38_sim,kdtree,141.9158096,workload: --points 55555 --threads 33; ,230.6502389,workload: --points 83333 --threads 8; ,168.9274675,workload: --points 61111 --threads 53; ,253.3213362,workload: --points 72222 --threads 60; ,95.54131711,workload: --points 50000 --threads 14; ,382.5288277,workload: --points 88888 --threads 62; ,217.3938683,workload: --points 72222 --threads 15; ,237.9931896,workload: --points 72222 --threads 56; ,282.3045711,workload: --points 77777 --threads 54; ,174.6862171,workload: --points 66666 --threads 13; ,349.4034597,workload: --points 83333 --threads 59; ,227.450321,workload: --points 72222 --threads 18; ,386.4137871,workload: --points 94444 --threads 33; ,145.3036119,workload: --points 55555 --threads 58; ,154.2441477,workload: --points 61111 --threads 38; ,487.0279048,workload: --points 100000 --threads 59; 
transformer_inference,transformer_inference,69.9147,data: --seq_len 142; workload: --threads 30; ,63.1597,data: --seq_len 156; workload: --threads 46; ,134.7836,data: --seq_len 256; workload: --threads 34; ,63.3414,data: --seq_len 170; workload: --threads 60; ,95.9696,data: --seq_len 170; workload: --threads 28; ,111.3658,data: --seq_len 213; workload: --threads 35; ,112.7794,data: --seq_len 213; workload: --threads 33; ,499.3026,data: --seq_len 156; workload: --threads 2; ,220.0383,data: --seq_len 241; workload: --threads 12; ,101.8099,data: --seq_len 142; workload: --threads 19; ,105.0893,data: --seq_len 199; workload: --threads 27; ,279.1136,data: --seq_len 199; workload: --threads 7; ,127.4929,data: --seq_len 227; workload: --threads 20; ,73.8325,data: --seq_len 170; workload: --threads 31; ,104.6496,data: --seq_len 256; workload: --threads 39; ,196.1347,data: --seq_len 256; workload: --threads 15; 
transformer_train,transformer_train,154.3377,data: --seq_len 170; workload: --threads 5; ,136.3715,data: --seq_len 241; workload: --threads 55; ,124.7286,data: --seq_len 227; workload: --threads 63; ,88.687,data: --seq_len 170; workload: --threads 57; ,106.1244,data: --seq_len 184; workload: --threads 59; ,116.0668,data: --seq_len 227; workload: --threads 40; ,223.5757,data: --seq_len 256; workload: --threads 4; ,103.1453,data: --seq_len 184; workload: --threads 19; ,81.6477,data: --seq_len 156; workload: --threads 51; ,150.2894,data: --seq_len 227; workload: --threads 9; ,134.0811,data: --seq_len 241; workload: --threads 39; ,77.5995,data: --seq_len 156; workload: --threads 43; ,89.8923,data: --seq_len 170; workload: --threads 55; ,72.0336,data: --seq_len 128; workload: --threads 47; ,116.0715,data: --seq_len 199; workload: --threads 62; ,106.5179,data: --seq_len 199; workload: --threads 54; 
tuf_benchmark,tuf-metadata,397.6854,data: --size 357913941; workload: --threads 10; ,597.1456,data: --size 507044750; workload: --threads 28; ,413.554,data: --size 357913941; workload: --threads 18; ,391.0282,data: --size 328087779; workload: --threads 49; ,557.445,data: --size 507044750; workload: --threads 4; ,638.7989,data: --size 536870912; workload: --threads 52; ,643.5396,data: --size 536870912; workload: --threads 60; ,461.6912,data: --size 387740103; workload: --threads 50; ,644.4151,data: --size 536870912; workload: --threads 62; ,396.1801,data: --size 357913941; workload: --threads 8; ,463.3079,data: --size 387740103; workload: --threads 56; ,421.9578,data: --size 357913941; workload: --threads 32; ,634.9404,data: --size 536870912; workload: --threads 37; ,464.5332,data: --size 417566264; workload: --threads 10; ,559.9413,data: --size 507044750; workload: --threads 6; ,556.6921,data: --size 477218588; workload: --threads 21; 
zstd_benchmark,zstd,1342.8335,data: --size 33333; workload: --threads 51; ,1298.5466,data: --size 36111; workload: --threads 32; ,1641.4444,data: --size 50000; workload: --threads 17; ,1678.4896,data: --size 47222; workload: --threads 31; ,674.2866,data: --size 27777; workload: --threads 3; ,1219.866,data: --size 36111; workload: --threads 28; ,1805.5585,data: --size 50000; workload: --threads 36; ,1066.6437,data: --size 27777; workload: --threads 43; ,1116.9383,data: --size 36111; workload: --threads 14; ,1491.7102,data: --size 50000; workload: --threads 15; ,1977.1105,data: --size 50000; workload: --threads 56; ,708.5674,data: --size 27777; workload: --threads 11; ,1878.8148,data: --size 44444; workload: --threads 59; ,1015.3614,data: --size 36111; workload: --threads 10; ,1768.0914,data: --size 44444; workload: --threads 54; ,993.5257,data: --size 25000; workload: --threads 49; 
